query_id	query	category	expected_doc	relevance	answer_mode	span_start	span_end	page	answer_text	expected_answer	citations	version_mode	query_time	as_of	version_context	conflict_context	judgments
q-0016	BATTT phụ trách hồ sơ HS-2027-002 phải không?	abbreviation	gold-002	3	answer	221	281	1	Đơn vị phụ trách là Ban An toàn thông tin (BATTT).	Đơn vị phụ trách là Ban An toàn thông tin (BATTT).	"[{""chunkId"":""de1d3a3b65554348254be1725fa63506f73811003bbac1102b84cff769f43eba"",""citationId"":""CITE-0001"",""contentSha256"":""fdf3345c5979aa4f23a776804590a1d173455bc891ea7eab947889b8fe337b03"",""documentId"":""gold-002"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":281,""isCurrent"":true,""logicalDocumentId"":""logical-gold-002"",""page"":1,""quote"":""Đơn vị phụ trách là Ban An toàn thông tin (BATTT)."",""start"":221,""versionId"":""version-gold-002-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-002-v1""],""currentVersionId"":""version-gold-002-v1"",""logicalDocumentId"":""logical-gold-002""}"	{}	"{""gold-002"":3,""gold-011"":1,""gold-020"":1}"
q-0019	Ngân sách của hồ sơ HS-2028-003 là bao nhiêu?	numeric_fact	gold-003	3	answer	107	165	1	Ngân sách được phê duyệt là 171 triệu đồng.	Ngân sách được phê duyệt là 171 triệu đồng.	"[{""chunkId"":""4f023c4012174136412c629ead25325ee2a43dffa959d6511cc116b2bb0fca4b"",""citationId"":""CITE-0001"",""contentSha256"":""866aa54efba46c53bff11e0690125bf16cea088c8ed70cb7c39cf63ffc318789"",""documentId"":""gold-003"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":165,""isCurrent"":true,""logicalDocumentId"":""logical-gold-003"",""page"":1,""quote"":""Ngân sách được phê duyệt là 171 triệu đồng."",""start"":107,""versionId"":""version-gold-003-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-003-v1""],""currentVersionId"":""version-gold-003-v1"",""logicalDocumentId"":""logical-gold-003""}"	{}	"{""gold-003"":3,""gold-012"":1,""gold-021"":1}"
q-0022	han hoan tat hs-2028-003 la ngay nao	diacritic_variant	gold-003	3	answer	167	218	1	Hạn hoàn tất là ngày 07 tháng 09 năm 2026.	Hạn hoàn tất là ngày 07 tháng 09 năm 2026.	"[{""chunkId"":""4f023c4012174136412c629ead25325ee2a43dffa959d6511cc116b2bb0fca4b"",""citationId"":""CITE-0001"",""contentSha256"":""866aa54efba46c53bff11e0690125bf16cea088c8ed70cb7c39cf63ffc318789"",""documentId"":""gold-003"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":218,""isCurrent"":true,""logicalDocumentId"":""logical-gold-003"",""page"":1,""quote"":""Hạn hoàn tất là ngày 07 tháng 09 năm 2026."",""start"":167,""versionId"":""version-gold-003-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-003-v1""],""currentVersionId"":""version-gold-003-v1"",""logicalDocumentId"":""logical-gold-003""}"	{}	"{""gold-003"":3,""gold-012"":1,""gold-021"":1}"
q-0025	Mã hồ sơ của “Hồ sơ sao lưu dữ liệu số 04” là gì?	named_entity	gold-004	3	answer	74	103	1	Mã hồ sơ là HS-2026-004.	Mã hồ sơ là HS-2026-004.	"[{""chunkId"":""b4effdb6a39d498f5a09b87ea52632b8f0e15047b5414999ca1906ccc9762ab7"",""citationId"":""CITE-0001"",""contentSha256"":""6a753ced6c0a33eb97c5edeee6b2e4ba1ff60543dc5e8c0bdff205836d38f0cd"",""documentId"":""gold-004"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":103,""isCurrent"":true,""logicalDocumentId"":""logical-gold-004"",""page"":1,""quote"":""Mã hồ sơ là HS-2026-004."",""start"":74,""versionId"":""version-gold-004-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-004-v1""],""currentVersionId"":""version-gold-004-v1"",""logicalDocumentId"":""logical-gold-004""}"	{}	"{""gold-004"":3,""gold-013"":1,""gold-022"":1}"
q-0028	ngan sach ho so hs-2026-004 bao nhieu	diacritic_variant	gold-004	3	answer	105	163	1	Ngân sách được phê duyệt là 188 triệu đồng.	Ngân sách được phê duyệt là 188 triệu đồng.	"[{""chunkId"":""b4effdb6a39d498f5a09b87ea52632b8f0e15047b5414999ca1906ccc9762ab7"",""citationId"":""CITE-0001"",""contentSha256"":""6a753ced6c0a33eb97c5edeee6b2e4ba1ff60543dc5e8c0bdff205836d38f0cd"",""documentId"":""gold-004"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":163,""isCurrent"":true,""logicalDocumentId"":""logical-gold-004"",""page"":1,""quote"":""Ngân sách được phê duyệt là 188 triệu đồng."",""start"":105,""versionId"":""version-gold-004-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-004-v1""],""currentVersionId"":""version-gold-004-v1"",""logicalDocumentId"":""logical-gold-004""}"	{}	"{""gold-004"":3,""gold-013"":1,""gold-022"":1}"
q-0083	Ngân sách của hồ sơ HS-2027-011 là bao nhiêu?	table_numeric	gold-011	3	answer	108	166		Ngân sách được phê duyệt là 307 triệu đồng.	Ngân sách được phê duyệt là 307 triệu đồng.	"[{""chunkId"":""305b46929163d30bb4e1a6b76b159ca311d72d9c3e26082c6f94c637436ba586"",""citationId"":""CITE-0001"",""contentSha256"":""dc5cd796cacc335b24bce640a55f97c2e2caaee58a61438782e3f16f89ef109c"",""documentId"":""gold-011"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":166,""isCurrent"":true,""logicalDocumentId"":""logical-gold-011"",""page"":null,""quote"":""Ngân sách được phê duyệt là 307 triệu đồng."",""start"":108,""versionId"":""version-gold-011-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-011-v1""],""currentVersionId"":""version-gold-011-v1"",""logicalDocumentId"":""logical-gold-011""}"	{}	"{""gold-002"":1,""gold-011"":3,""gold-020"":1}"
q-0091	Ngân sách của hồ sơ HS-2028-012 là bao nhiêu?	table_numeric	gold-012	3	answer	107	165		Ngân sách được phê duyệt là 324 triệu đồng.	Ngân sách được phê duyệt là 324 triệu đồng.	"[{""chunkId"":""993ea7827931a240b7271c31b099962c73e223f31a4f595b3b4da831866922f0"",""citationId"":""CITE-0001"",""contentSha256"":""b7d9bddc9183aece26909bc26f43055a6664e7100f6a71cdaa54cf3a84ca0f1b"",""documentId"":""gold-012"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":165,""isCurrent"":true,""logicalDocumentId"":""logical-gold-012"",""page"":null,""quote"":""Ngân sách được phê duyệt là 324 triệu đồng."",""start"":107,""versionId"":""version-gold-012-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-012-v1""],""currentVersionId"":""version-gold-012-v1"",""logicalDocumentId"":""logical-gold-012""}"	{}	"{""gold-003"":1,""gold-012"":3,""gold-021"":1}"
q-0201	Các hồ sơ nào liên quan đến quy trình mua sắm?	multi_doc	gold-001	2	document_list					Các hồ sơ liên quan gồm: Hồ sơ quy trình mua sắm số 01 (HS-2026-001); Hồ sơ quy trình mua sắm số 10 (HS-2026-010); Hồ sơ quy trình mua sắm số 19 (HS-2026-019).	"[{""chunkId"":""95fe5a41b7c23e50240fb7d1dd94884a47a16619c757019fdbff6e241afebe44"",""citationId"":""CITE-0001"",""contentSha256"":""48d521d506c99073a448fdd87f204e1d696cb0d565032c5288d8c2c9dfc6e01d"",""documentId"":""gold-001"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":103,""isCurrent"":true,""logicalDocumentId"":""logical-gold-001"",""page"":1,""quote"":""Mã hồ sơ là HS-2026-001."",""start"":74,""versionId"":""version-gold-001-v1"",""versionNumber"":1},{""chunkId"":""1387f7e5376c9664e6e9b79667dd3045520927aaae94571f81341886ca7ab0d1"",""citationId"":""CITE-0002"",""contentSha256"":""4187e4caaf8324e1e0d6f3ab5c3eb64f01f33cea50aafa0a9e6da82e5587b054"",""documentId"":""gold-010"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":103,""isCurrent"":true,""logicalDocumentId"":""logical-gold-010"",""page"":null,""quote"":""Mã hồ sơ là HS-2026-010."",""start"":74,""versionId"":""version-gold-010-v1"",""versionNumber"":1},{""chunkId"":""9f97c3228e538217fa42a7311ac3c30a157ca307d27019cecd0bc16f81fe562a"",""citationId"":""CITE-0003"",""contentSha256"":""9500527304be8d1c753509fe8dc8e37b4c16fa3c66179dd212e2fdb918f0d096"",""documentId"":""gold-019"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":103,""isCurrent"":true,""logicalDocumentId"":""logical-gold-019"",""page"":null,""quote"":""Mã hồ sơ là HS-2026-019."",""start"":74,""versionId"":""version-gold-019-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-001-v1"",""version-gold-010-v1"",""version-gold-019-v1""],""currentVersionIds"":[""version-gold-001-v1"",""version-gold-010-v1"",""version-gold-019-v1""],""logicalDocumentIds"":[""logical-gold-001"",""logical-gold-010"",""logical-gold-019""]}"	{}	"{""gold-001"":2,""gold-010"":2,""gold-019"":2}"
q-0202	liet ke ho so ve quy trinh mua sam	multi_doc	gold-001	2	document_list					Các hồ sơ liên quan gồm: Hồ sơ quy trình mua sắm số 01 (HS-2026-001); Hồ sơ quy trình mua sắm số 10 (HS-2026-010); Hồ sơ quy trình mua sắm số 19 (HS-2026-019).	"[{""chunkId"":""95fe5a41b7c23e50240fb7d1dd94884a47a16619c757019fdbff6e241afebe44"",""citationId"":""CITE-0001"",""contentSha256"":""48d521d506c99073a448fdd87f204e1d696cb0d565032c5288d8c2c9dfc6e01d"",""documentId"":""gold-001"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":103,""isCurrent"":true,""logicalDocumentId"":""logical-gold-001"",""page"":1,""quote"":""Mã hồ sơ là HS-2026-001."",""start"":74,""versionId"":""version-gold-001-v1"",""versionNumber"":1},{""chunkId"":""1387f7e5376c9664e6e9b79667dd3045520927aaae94571f81341886ca7ab0d1"",""citationId"":""CITE-0002"",""contentSha256"":""4187e4caaf8324e1e0d6f3ab5c3eb64f01f33cea50aafa0a9e6da82e5587b054"",""documentId"":""gold-010"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":103,""isCurrent"":true,""logicalDocumentId"":""logical-gold-010"",""page"":null,""quote"":""Mã hồ sơ là HS-2026-010."",""start"":74,""versionId"":""version-gold-010-v1"",""versionNumber"":1},{""chunkId"":""9f97c3228e538217fa42a7311ac3c30a157ca307d27019cecd0bc16f81fe562a"",""citationId"":""CITE-0003"",""contentSha256"":""9500527304be8d1c753509fe8dc8e37b4c16fa3c66179dd212e2fdb918f0d096"",""documentId"":""gold-019"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":103,""isCurrent"":true,""logicalDocumentId"":""logical-gold-019"",""page"":null,""quote"":""Mã hồ sơ là HS-2026-019."",""start"":74,""versionId"":""version-gold-019-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-001-v1"",""version-gold-010-v1"",""version-gold-019-v1""],""currentVersionIds"":[""version-gold-001-v1"",""version-gold-010-v1"",""version-gold-019-v1""],""logicalDocumentIds"":[""logical-gold-001"",""logical-gold-010"",""logical-gold-019""]}"	{}	"{""gold-001"":2,""gold-010"":2,""gold-019"":2}"
q-0203	Các hồ sơ nào liên quan đến kiểm soát truy cập?	multi_doc	gold-002	2	document_list					Các hồ sơ liên quan gồm: Hồ sơ kiểm soát truy cập số 02 (HS-2027-002); Hồ sơ kiểm soát truy cập số 11 (HS-2027-011); Hồ sơ kiểm soát truy cập số 20 (HS-2027-020).	"[{""chunkId"":""de1d3a3b65554348254be1725fa63506f73811003bbac1102b84cff769f43eba"",""citationId"":""CITE-0001"",""contentSha256"":""fdf3345c5979aa4f23a776804590a1d173455bc891ea7eab947889b8fe337b03"",""documentId"":""gold-002"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":106,""isCurrent"":true,""logicalDocumentId"":""logical-gold-002"",""page"":1,""quote"":""Mã hồ sơ là HS-2027-002."",""start"":77,""versionId"":""version-gold-002-v1"",""versionNumber"":1},{""chunkId"":""305b46929163d30bb4e1a6b76b159ca311d72d9c3e26082c6f94c637436ba586"",""citationId"":""CITE-0002"",""contentSha256"":""dc5cd796cacc335b24bce640a55f97c2e2caaee58a61438782e3f16f89ef109c"",""documentId"":""gold-011"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":106,""isCurrent"":true,""logicalDocumentId"":""logical-gold-011"",""page"":null,""quote"":""Mã hồ sơ là HS-2027-011."",""start"":77,""versionId"":""version-gold-011-v1"",""versionNumber"":1},{""chunkId"":""58830b9734cf84022e6a4d807891921be9c9ad50500bd0da4bf77f788cbff70b"",""citationId"":""CITE-0003"",""contentSha256"":""7386e6a596489df5cab5234a7a303aa39fa70c173b74ff44af4354efaa799ebb"",""documentId"":""gold-020"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":106,""isCurrent"":true,""logicalDocumentId"":""logical-gold-020"",""page"":null,""quote"":""Mã hồ sơ là HS-2027-020."",""start"":77,""versionId"":""version-gold-020-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-002-v1"",""version-gold-011-v1"",""version-gold-020-v1""],""currentVersionIds"":[""version-gold-002-v1"",""version-gold-011-v1"",""version-gold-020-v1""],""logicalDocumentIds"":[""logical-gold-002"",""logical-gold-011"",""logical-gold-020""]}"	{}	"{""gold-002"":2,""gold-011"":2,""gold-020"":2}"
q-0204	liet ke ho so ve kiem soat truy cap	multi_doc	gold-002	2	document_list					Các hồ sơ liên quan gồm: Hồ sơ kiểm soát truy cập số 02 (HS-2027-002); Hồ sơ kiểm soát truy cập số 11 (HS-2027-011); Hồ sơ kiểm soát truy cập số 20 (HS-2027-020).	"[{""chunkId"":""de1d3a3b65554348254be1725fa63506f73811003bbac1102b84cff769f43eba"",""citationId"":""CITE-0001"",""contentSha256"":""fdf3345c5979aa4f23a776804590a1d173455bc891ea7eab947889b8fe337b03"",""documentId"":""gold-002"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":106,""isCurrent"":true,""logicalDocumentId"":""logical-gold-002"",""page"":1,""quote"":""Mã hồ sơ là HS-2027-002."",""start"":77,""versionId"":""version-gold-002-v1"",""versionNumber"":1},{""chunkId"":""305b46929163d30bb4e1a6b76b159ca311d72d9c3e26082c6f94c637436ba586"",""citationId"":""CITE-0002"",""contentSha256"":""dc5cd796cacc335b24bce640a55f97c2e2caaee58a61438782e3f16f89ef109c"",""documentId"":""gold-011"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":106,""isCurrent"":true,""logicalDocumentId"":""logical-gold-011"",""page"":null,""quote"":""Mã hồ sơ là HS-2027-011."",""start"":77,""versionId"":""version-gold-011-v1"",""versionNumber"":1},{""chunkId"":""58830b9734cf84022e6a4d807891921be9c9ad50500bd0da4bf77f788cbff70b"",""citationId"":""CITE-0003"",""contentSha256"":""7386e6a596489df5cab5234a7a303aa39fa70c173b74ff44af4354efaa799ebb"",""documentId"":""gold-020"",""effectiveAt"":""2026-01-01T00:00:00Z"",""end"":106,""isCurrent"":true,""logicalDocumentId"":""logical-gold-020"",""page"":null,""quote"":""Mã hồ sơ là HS-2027-020."",""start"":77,""versionId"":""version-gold-020-v1"",""versionNumber"":1}]"	current	2026-07-18T00:00:00Z		"{""changeNote"":"""",""citedVersionIds"":[""version-gold-002-v1"",""version-gold-011-v1"",""version-gold-020-v1""],""currentVersionIds"":[""version-gold-002-v1"",""version-gold-011-v1"",""version-gold-020-v1""],""logicalDocumentIds"":[""logical-gold-002"",""logical-gold-011"",""logical-gold-020""]}"	{}	"{""gold-002"":2,""gold-011"":2,""gold-020"":2}"
